,code,lat,lon
2498,QQN,52.4531,-1.73847
2499,QQP,51.5158,-0.17539
2500,QQS,51.5299,-0.12549
2501,QQU,52.4531,-1.73847
2502,QQW,51.5035,-0.11297
2503,QQX,51.3851,-2.36116
2504,QQY,52.4531,-1.73847
2505,QRH,51.9525,4.4392
2506,QRO,20.6228,-100.369
2507,QRW,5.75242,5.86487
2508,QSF,36.1914,5.40944
2509,QUL,36.5922,-90.2465
2510,QWB,-25.5275,-49.1731
2511,QXB,43.5048,5.36794
2512,QXG,47.4174,-0.82135
2513,QYU,61.2661,15.9858
2514,QYX,59.8585,17.6441
2515,RAB,-4.2272,152.184
2516,RAE,30.9086,41.1367
2517,RAH,29.6278,43.4944
2518,RAI,14.9253,-23.5031
2519,RAJ,22.3169,70.769
2520,RAK,31.6167,-8.05
2521,RAO,-21.1322,-47.7744
2522,RAP,44.037,-103.06
2523,RAR,-21.2,-159.8
2524,RAS,37.3256,49.6092
2525,RBA,34.0475,-6.7578
2526,RBH,64.7381,-155.489
2527,RBQ,-14.45,-67.55
2528,RBR,-9.9981,-67.7997
2529,RBV,58.05,25.1
2530,RBX,46.4717,-108.55
2531,RBY,64.7381,-155.489
2532,RCB,-28.7386,32.0928
2533,RCE,48.6126,-123.14
2534,RCH,11.5292,-72.9244
2535,RCL,-15.4802,167.834
2536,RCM,-20.7021,143.115
2537,RCP,51.5257,-0.14499
2538,RDB,67.75,-163.667
2539,RDD,40.5056,-122.302
2540,RDM,44.2533,-121.162
2541,RDN,3.94515,114.402
2542,RDU,35.8729,-78.7923
2543,RDV,61.7645,-157.312
2544,RDZ,44.41,2.48254
2545,REA,-19,-135.1
2546,REC,-8.1261,-34.9225
2547,REG,38.0731,15.6498
2548,REL,-43.2111,-65.2681
2549,REN,51.7953,55.4498
2550,REP,13.4092,103.816
2551,RES,-27.4514,-59.0508
2552,REU,41.1444,1.15631
2553,REX,26.0133,-98.2319
2554,RFD,42.2035,-89.0955
2555,RFP,-16.7167,-151.467
2556,RGA,-53.7792,-67.7667
2557,RGI,-14.9516,-147.649
2558,RGL,-51.6092,-69.3131
2559,RGN,16.9064,96.1389
2560,RHI,45.626,-89.4626
2561,RHO,36.4044,28.0867
2562,RIA,-29.7106,-53.6875
2563,RIB,-11.0167,-66.0833
2564,RIC,37.5108,-77.3332
2565,RIG,-32.0819,-52.1664
2566,RIS,45.2419,141.186
2567,RIV,33.8806,-117.259
2568,RIW,43.0611,-108.458
2569,RIX,56.9231,23.9717
2570,RIY,14.6611,49.3761
2571,RJA,17.1081,81.82
2572,RJK,45.2167,14.5683
2573,RJL,42.4563,-2.31476
2574,RJN,30.2803,57.067
2575,RKD,44.0612,-69.0943
2576,RKS,41.5988,-109.072
2577,RKT,25.6111,55.9378
2578,RKV,64.1311,-21.9389
2579,RLG,46.7427,-96.2383
2580,RMA,-26.5457,148.773
2581,RMF,25.07,34.9
2582,RMI,44.0225,12.618
2583,RMP,65.5063,-150.169
2584,RMQ,23.5998,121.024
2585,RMT,32.3103,10.3856
2586,RNA,-19.3,44.8167
2587,RNB,56.2542,15.2672
2588,RNL,-11.6667,160.3
2589,RNN,55.0681,14.7472
2590,RNO,39.5064,-119.776
2591,RNP,11.15,166.883
2592,RNS,48.0686,-1.72536
2593,ROA,37.3203,-79.9688
2594,ROB,6.2328,-10.365
2595,ROC,43.1309,-77.6697
2596,ROI,16.0142,103.592
2597,ROK,-23.3768,150.474
2598,ROO,-16.4458,-54.6639
2599,ROP,14.1667,145.25
2600,ROR,7.35743,134.547
2601,ROS,-32.9033,-60.7856
2602,ROT,-38.1047,176.314
2603,ROV,47.2556,39.8169
2604,ROW,33.3071,-104.519
2605,RPR,21.1671,81.7473
2606,RRG,-20.2554,57.5517
2607,RRS,62.5792,11.3458
2608,RSA,-36.5881,-64.2756
2609,RSD,24.8917,-76.1781
2610,RSH,61.7833,-161.333
2611,RSJ,48.6339,-122.81
2612,RST,43.9101,-92.4884
2613,RSU,34.8369,127.619
2614,RSW,26.5228,-81.7531
2615,RTA,-12.5017,177.066
2616,RTB,16.3242,-86.5323
2617,RTG,-8.5878,120.483
2618,RTM,51.9525,4.4392
2619,RTW,51.5617,46.0419
2620,RUA,37.5534,-76.3539
2621,RUD,59.9448,10.6382
2622,RUH,24.9625,46.7078
2623,RUK,28.3948,84.1278
2624,RUM,27.3333,86.55
2625,RUN,-20.8772,55.5214
2626,RUR,51.0804,6.14209
2627,RUT,43.5291,-72.945
2628,RVA,-22.8053,47.8206
2629,RVE,6.9581,-71.855
2630,RVK,64.8402,11.1352
2631,RVN,66.5628,25.8266
2632,RVT,-24.4378,121.079
2633,RVV,-23.8862,-147.665
2634,RXS,11.6,122.751
2635,RYG,59.3789,10.7856
2636,RYK,28.4,70.2833
2637,RZE,50.1062,22.0243
2638,RZP,15.5931,120.739
2639,RZR,36.9108,50.6806
2640,RZS,33.6403,73.8569
2641,SAB,17.6394,-63.2316
2642,SAH,15.48,44.2208
2643,SAL,13.44,-89.0558
2644,SAN,32.7299,-117.195
2645,SAP,15.4514,-87.9242
2646,SAQ,25.05,-78.0333
2647,SAT,29.5252,-98.4729
2648,SAV,32.1338,-81.2133
2649,SAW,40.9928,29.034
2650,SBA,34.4255,-119.835
2651,SBH,17.8667,-62.8333
2652,SBL,-13.7667,-65.5833
2653,SBN,41.7006,-86.311
2654,SBP,35.239,-120.641
2655,SBR,-9.4,142.667
2656,SBW,2.3417,111.838
2657,SBY,38.3431,-75.517
2658,SBZ,45.7882,24.0943
2659,SCC,70.1975,-148.458
2660,SCE,40.8515,-77.851
2661,SCK,37.8973,-121.253
2662,SCL,-33.39,-70.785
2663,SCM,61.8425,-165.58
2664,SCN,49.2188,7.11263
2665,SCO,43.8667,51.1
2666,SCQ,42.8991,-8.41646
2667,SCT,25.6472,-100.172
2668,SCU,19.9708,-75.8364
2669,SCV,47.6943,26.363
2670,SCW,61.6726,50.822
2671,SCX,16.2104,-95.1989
2672,SCY,-0.91,-89.6067
2673,SCZ,-11.6167,166.85
2674,SDD,-14.9244,13.5767
2675,SDE,-27.7675,-64.3106
2676,SDF,38.1865,-85.7462
2677,SDG,35.25,47.0092
2678,SDJ,38.1401,140.918
2679,SDK,5.9017,118.053
2680,SDL,62.5249,17.4407
2681,SDN,61.8296,6.10628
2682,SDP,55.3184,-160.523
2683,SDQ,18.4292,-69.6692
2684,SDR,43.4232,-3.82375
2685,SDT,34.8125,72.3528
2686,SDU,-22.9107,-43.1707
2687,SDV,32.1104,34.7823
2688,SDY,47.7113,-104.184
2689,SEA,47.4405,-122.296
2690,SEB,26.9933,14.4669
2691,SEN,51.5678,0.69928
2692,SEW,40.6438,-93.2598
2693,SEZ,-4.6751,55.5177
2694,SFA,34.7181,10.6917
2695,SFB,28.773,-81.2403
2696,SFD,7.8856,-67.4406
2697,SFE,16.5958,120.302
2698,SFG,18.0421,-63.1144
2699,SFJ,67.0169,-50.6892
2700,SFL,14.9,-24.5167
2701,SFN,-31.7108,-60.8117
2702,SFO,37.6148,-122.392
2703,SFT,64.6236,21.0675
2704,SGC,61.3468,73.4182
2705,SGD,54.963,9.78978
2706,SGF,37.243,-93.3817
2707,SGN,10.8191,106.658
2708,SGO,-28.0833,148.75
2709,SGU,37.0973,-113.591
2710,SGX,-10.6668,36.3287
2711,SGY,59.4594,-135.314
2712,SHA,31.1865,121.34
2713,SHB,43.5767,144.958
2714,SHC,14.0833,38.2833
2715,SHD,38.2637,-78.9013
2716,SHE,41.7857,123.529
2717,SHG,66.8801,-157.067
2718,SHH,66.2568,-166.067
2719,SHJ,25.3297,55.5178
2720,SHL,25.5667,91.8833
2721,SHM,33.664,135.362
2722,SHP,45.0167,119.75
2723,SHR,44.7739,-106.97
2724,SHV,32.4549,-93.8285
2725,SHW,17.4686,47.1242
2726,SHX,62.6333,-159.583
2727,SHY,-3.66487,33.4212
2728,SIA,34.3667,108.7
2729,SIC,42.0189,35.0792
2730,SID,16.745,-22.9517
2731,SIF,27,85.5333
2732,SIG,18.4558,-66.0981
2733,SIN,1.3578,103.991
2734,SIP,45.0153,33.9941
2735,SIT,57.0535,-135.366
2736,SJC,37.3679,-121.926
2737,SJD,23.1564,-109.723
2738,SJE,2.59328,-72.6081
2739,SJI,12.3611,121.047
2740,SJJ,43.8247,18.3361
2741,SJK,-23.2283,-45.8706
2742,SJO,9.9919,-84.2114
2743,SJP,-20.8156,-49.4042
2744,SJT,31.3616,-100.507
2745,SJU,18.4367,-66.0095
2746,SJW,38.0492,114.489
2747,SJY,62.6937,22.8289
2748,SJZ,38.6653,-28.175
2749,SKB,17.3128,-62.7178
2750,SKC,-6.65619,145.859
2751,SKD,39.6667,66.9667
2752,SKE,59.1844,9.56938
2753,SKG,40.5208,22.9722
2754,SKH,28.4908,81.7689
2755,SKK,64.3549,-161.193
2756,SKN,68.5802,15.0325
2757,SKO,12.9164,5.2075
2758,SKP,41.9606,21.6217
2759,SKT,32.5194,74.5555
2760,SKU,38.9683,24.4881
2761,SKZ,27.7236,68.7903
2762,SLA,-24.8589,-65.4756
2763,SLC,40.7862,-111.982
2764,SLE,44.9104,-123.008
2765,SLH,-14.2459,167.509
2766,SLI,-12.1722,26.3667
2767,SLK,44.3804,-74.2038
2768,SLL,17.0411,54.0944
2769,SLM,40.9465,-5.50744
2770,SLN,38.7786,-97.6397
2771,SLP,22.2539,-100.927
2772,SLQ,61.7,-157.117
2773,SLU,14.0192,-60.9928
2774,SLV,31.0778,77.0728
2775,SLW,25.5467,-100.929
2776,SLX,21.3223,-71.1983
2777,SLY,59.4615,108.832
2778,SLZ,-2.5867,-44.2358
2779,SMA,36.9658,-25.1714
2780,SMF,38.683,-121.591
2781,SMI,37.6903,26.9128
2782,SMK,63.4735,-162.052
2783,SML,23.5833,-75.2681
2784,SMN,45.1148,-113.888
2785,SMR,11.1221,-74.2262
2786,SMS,-17.0939,49.8158
2787,SMX,34.8888,-120.437
2788,SNA,33.6813,-117.859
2789,SNC,-2.2,-80.985
2790,SNE,16.5869,-24.2886
2791,SNN,52.6931,-8.92047
2792,SNO,17.2847,104.107
2793,SNP,57.1667,-170.217
2794,SNR,47.3121,-2.15411
2795,SNU,22.4922,-79.9408
2796,SNW,18.4587,94.3696
2797,SOB,46.6998,17.1494
2798,SOC,-7.5181,110.751
2799,SOF,42.6895,23.4024
2800,SOG,61.1566,7.13623
2801,SOJ,69.7833,20.9333
2802,SOM,8.9489,-64.1478
2803,SON,-15.5094,167.214
2804,SOO,61.2698,17.0906
2805,SOQ,-0.9326,131.12
2806,SOU,50.9512,-1.36139
2807,SOV,59.4428,-151.705
2808,SOW,34.2595,-110.005
2809,SPB,18.3409,-64.9698
2810,SPC,28.6676,-17.7708
2811,SPD,25.7625,88.91
2812,SPI,39.8445,-89.672
2813,SPL,36.9658,-25.1714
2814,SPN,15.1333,145.717
2815,SPP,-14.6542,17.7247
2816,SPR,17.9167,-87.9667
2817,SPS,33.9862,-98.4984
2818,SPU,43.5406,16.3
2819,SQO,62.1984,17.5514
2820,SRA,-27.9083,-54.5217
2821,SRE,-19.0008,-65.2878
2822,SRG,-6.9758,110.38
2823,SRJ,-14.8573,-66.7383
2824,SRP,59.7928,5.33972
2825,SRQ,27.3868,-82.5516
2826,SRV,62.8903,-149.054
2827,SRX,31.206,16.5924
2828,SRY,36.635,53.1933
2829,SRZ,-17.8072,-63.1708
2830,SSA,-12.9081,-38.3222
2831,SSB,17.75,-64.7
2832,SSG,3.7472,8.7083
2833,SSH,27.975,34.3897
2834,SSJ,65.9612,12.474
2835,SSR,-15.1468,167.038
2836,SSY,-6.2739,14.2503
2837,STC,45.5463,-94.066
2838,STD,7.57033,-72.0443
2839,STG,62.8903,-149.054
2840,STI,19.4692,-70.7003
2841,STL,38.7414,-90.3647
2842,STM,-2.4244,-54.7853
2843,STN,51.8894,0.26151
2844,STR,48.6895,9.19298
2845,STS,38.511,-122.805
2846,STT,18.3333,-64.9667
2847,STV,21.1667,72.8333
2848,STW,45.1104,42.1089
2849,STX,17.6988,-64.7977
2850,SUB,-7.38,112.785
2851,SUF,38.9087,16.2443
2852,SUG,9.7589,125.479
2853,SUJ,47.7134,22.8887
2854,SUN,43.5065,-114.301
2855,SUR,52.7086,-88.5419
2856,SUV,-18.05,178.567
2857,SUX,42.4012,-96.3784
2858,SVA,63.6951,-170.465
2859,SVB,-14.2505,50.1539
2860,SVC,32.6301,-108.164
2861,SVD,13.1422,-61.2111
2862,SVG,58.8806,5.63019
2863,SVI,2.1464,-74.7622
2864,SVJ,68.2441,14.6669
2865,SVL,61.9464,28.9355
2866,SVO,55.9621,37.4189
2867,SVQ,37.4224,-5.89796
2868,SVS,66.0044,-149.091
2869,SVU,-16.8,179.35
2870,SVX,56.7435,60.7911
2871,SVZ,7.8431,-72.4381
2872,SWA,23.425,116.759
2873,SWF,41.4869,-74.0974
2874,SWJ,-16.4917,167.439
2875,SWK,45.4738,9.2986
2876,SWO,36.1618,-97.0751
2877,SWQ,-8.4933,117.421
2878,SWS,51.6006,-4.07
2879,SXB,48.5427,7.63466
2880,SXF,52.3886,13.5188
2881,SXL,54.275,-8.6
2882,SXM,18.0421,-63.1107
2883,SXP,62.5333,-164.833
2884,SXR,33.9833,74.7833
2885,SYB,58.1667,-152.5
2886,SYD,-33.9344,151.168
2887,SYJ,29.5504,55.6708
2888,SYM,22.8333,101
2889,SYO,38.7061,140.018
2890,SYR,43.1141,-76.1121
2891,SYU,-31.875,136.081
2892,SYX,18.281,109.498
2893,SYY,58.2119,-6.32319
2894,SYZ,29.54,52.5897
2895,SZA,-6.1389,12.3764
2896,SZB,3.1303,101.551
2897,SZD,53.3957,-1.38232
2898,SZF,41.1959,36.7248
2899,SZG,47.7937,13.0043
2900,SZV,31.3092,120.613
2901,SZX,22.5333,113.967
2902,SZZ,53.5686,14.8676
2903,TAB,11.25,-60.6667
2904,TAC,11.2283,125.023
2905,TAE,35.9007,128.641
2906,TAG,9.6644,123.852
2907,TAH,-19.4867,169.362
2908,TAI,13.6889,44.1375
2909,TAK,34.2557,134.046
2910,TAL,47.7184,-115.431
2911,TAM,22.2881,-97.8633
2912,TAO,36.2311,120.389
2913,TAP,14.7931,-92.37
2914,TAS,41.2552,69.2846
2915,TAT,49.0663,20.2445
2916,TBB,13.0494,109.334
2917,TBG,-7.18482,142.374
2918,TBH,12.3133,122.079
2919,TBI,24.315,-75.4536
2920,TBJ,36.9777,8.87678
2921,TBN,37.7327,-92.1361
2922,TBO,5.08333,32.8333
2923,TBP,-3.5494,-80.3781
2924,TBS,41.6716,44.9556
2925,TBU,-21.2486,-175.136
2926,TBW,52.7056,41.3686
2927,TBZ,38.1322,46.2431
2928,TCB,26.7461,-77.3931
2929,TCE,45.0653,28.7232
2930,TCH,47.4463,-52.9283
2931,TCO,1.8208,-78.7528
2932,TCP,29.4945,34.8918
2933,TCQ,-18.0508,-70.2739
2934,TCR,8.78333,78.1333
2935,TCT,62.9845,-156.07
2936,TDD,-14.8156,-64.9161
2937,TDX,12.2229,102.593
2938,TEB,40.8541,-74.0662
2939,TEE,35.4308,8.1244
2940,TEK,60.8644,-146.693
2941,TEN,35.5089,102.011
2942,TER,38.765,-27.0958
2943,TET,-16.1033,33.6389
2944,TEX,37.9544,-107.901
2945,TFI,-9.08333,149.317
2946,TFN,28.4978,-16.3419
2947,TFS,28.0474,-16.5705
2948,TGC,35.9349,-88.8506
2949,TGD,42.3675,19.275
2950,TGG,5.3811,103.11
2951,TGH,-16.9027,168.56
2952,TGJ,-20.9314,167.229
2953,TGM,46.4676,24.4203
2954,TGO,43.6125,122.265
2955,TGR,33.0675,6.0883
2956,TGU,14.0603,-87.2172
2957,TGZ,16.7683,-93.3422
2958,THE,-5.0603,-42.8239
2959,THF,52.4825,13.3892
2960,THL,20.4842,99.9322
2961,THN,58.3161,12.3507
2962,THO,66.2,-15.3333
2963,THR,35.6908,51.3144
2964,THS,17.2167,99.8167
2965,THU,76.53,-68.7058
2966,TIA,41.4247,19.7147
2967,TIF,21.4831,40.5439
2968,TIH,-17.6902,-149.376
2969,TIJ,32.5411,-116.972
2970,TIM,-4.5347,136.888
2971,TIN,39.5354,-93.4399
2972,TIP,31,15
2973,TIQ,45.0039,12.2686
2974,TIR,13.6319,79.5444
2975,TIS,-10.586,142.293
2976,TIU,-44.3015,171.223
2977,TIV,42.4047,18.7233
2978,TIZ,-5.83333,142.95
2979,TJA,-21.5503,-64.7044
2980,TJM,57.1704,65.3561
2981,TJN,-17.6902,-149.376
2982,TJQ,-2.7494,107.763
2983,TKE,57.7773,-135.208
2984,TKG,-5.2403,105.178
2985,TKJ,48.1205,21.4125
2986,TKK,7.4569,151.84
2987,TKN,27.834,128.882
2988,TKP,-17.6902,-149.376
2989,TKQ,-4.88005,29.628
2990,TKS,34.1339,134.603
2991,TKU,60.5138,22.272
2992,TKV,-17.3371,-138.408
2993,TKX,-14.4667,-1.96667
2994,TLA,65.2413,-166.331
2995,TLC,19.3356,-99.565
2996,TLE,-23.3864,43.7264
2997,TLH,30.3964,-84.3503
2998,TLJ,44.2044,23.5396
2999,TLL,59.4121,24.8297
3000,TLM,35.0139,-1.4572
3001,TLN,43.093,6.15712
3002,TLS,43.6294,1.3747
3003,TLT,61.0959,-160.968
3004,TLV,32.0117,34.8861
3005,TMC,-9.4117,119.25
3006,TME,6.4536,-71.7614
3007,TMJ,37.2808,67.3064
3008,TML,9.5636,-0.8625
3009,TMM,-18.1064,49.3919
3010,TMP,61.4166,23.615
3011,TMR,22.8147,5.4592
3012,TMS,0.3783,6.725
3013,TMT,-1.48667,-56.3961
3014,TMU,9.73167,-85.0251
3015,TMW,-31.0839,150.849
3016,TMX,27.8676,-0.28984
3017,TNA,36.3306,118.761
3018,TNC,65.5639,-167.919
3019,TNG,35.7283,-5.9175
3020,TNJ,0.9192,104.536
3021,TNK,60.5813,-165.253
3022,TNN,22.9634,120.216
3023,TNO,10.9333,-85.4667
3024,TNR,-18.7953,47.4861
3025,TNZ,50.2394,99.8604
3026,TOD,2.8,104.167
3027,TOE,33.9308,8.1042
3028,TOF,56.3833,85.2
3029,TOG,37.1198,-89.8786
3030,TOH,-15.1468,167.038
3031,TOL,41.5923,-83.8072
3032,TOM,16.7314,-3.0053
3033,TOS,69.6787,18.9096
3034,TOU,41.1258,-96.832
3035,TOY,36.6495,137.187
3036,TPA,27.9744,-82.5356
3037,TPE,25.081,121.237
3038,TPJ,27.2999,87.7011
3039,TPP,-6.5058,-76.3714
3040,TPQ,21.4758,-104.881
3041,TPS,37.9021,12.4994
3042,TQR,43.2667,10.9333
3043,TRC,25.5683,-103.411
3044,TRD,63.4578,10.9229
3045,TRE,56.4998,-6.87066
3046,TRF,59.182,10.2509
3047,TRG,-37.6738,176.19
3048,TRI,36.4805,-82.4087
3049,TRK,3.3258,117.567
3050,TRN,45.1975,7.64937
3051,TRO,-31.8887,152.518
3052,TRS,45.8234,13.4841
3053,TRU,-8.09,-79.115
3054,TRV,8.47824,76.9215
3055,TRW,1.38,173.151
3056,TRZ,10.7645,78.7396
3057,TSA,25.0637,121.552
3058,TSE,51.0266,71.4782
3059,TSF,45.6513,12.2022
3060,TSJ,34.2856,129.33
3061,TSL,22.0458,-98.8042
3062,TSN,39.1333,117.35
3063,TSO,49.9502,-6.32874
3064,TSR,45.8047,21.3377
3065,TSS,40.7474,-73.9912
3066,TST,7.5081,99.625
3067,TSV,-19.2542,146.764
3068,TTA,28.4294,-11.098
3069,TTE,0.8308,127.377
3070,TTJ,35.5298,134.166
3071,TTQ,10.5667,-83.5167
3072,TTT,22.7561,121.107
3073,TTU,35.5953,-5.3261
3074,TUA,0.8111,-77.7069
3075,TUB,31.6123,-111.052
3076,TUC,-26.8397,-65.1019
3077,TUD,13.7347,-13.6561
3078,TUF,47.428,0.72414
3079,TUG,17.6417,121.731
3080,TUI,31.6917,38.7289
3081,TUK,25.9833,63.0319
3082,TUL,36.1877,-95.8892
3083,TUN,36.8435,10.2348
3084,TUO,-38.7383,176.088
3085,TUP,34.2662,-88.766
3086,TUR,-3.7767,-49.7192
3087,TUS,32.1204,-110.936
3088,TUU,28.3722,36.6253
3089,TVC,44.7365,-85.5796
3090,TVF,48.0655,-96.1791
3091,TVU,-16.8494,-179.97
3092,TVY,14.1017,98.2067
3093,TWA,36.8259,-83.3212
3094,TWB,-27.5444,151.914
3095,TWF,42.4838,-114.485
3096,TWT,7.1,124.65
3097,TWU,4.2642,117.885
3098,TXK,33.457,-93.9943
3099,TXL,52.5548,13.289
3100,TXN,29.7354,118.262
3101,TYF,60.154,12.9958
3102,TYN,37.774,112.614
3103,TYR,32.3506,-95.4118
3104,TYS,35.8064,-83.9889
3105,TZA,17.5347,-88.3028
3106,TZN,24.1543,-77.5885
3107,TZX,41,39.7167
3108,UAH,-8.91445,-139.548
3109,UAK,61.1611,-45.4278
3110,UAP,-9.41207,-140.068
3111,UAQ,-31.6024,-68.5472
3112,UAS,0.466667,37.5667
3113,UBA,-19.75,-47.95
3114,UBJ,33.931,131.276
3115,UBP,15.2489,104.873
3116,UCT,63.5577,53.7894
3117,UDI,-18.8833,-48.2247
3118,UDJ,48.636,22.2738
3119,UDR,24.6041,73.7726
3120,UEL,-17.8569,36.8556
3121,UEO,26.3677,126.716
3122,UET,30.2536,66.9389
3123,UFA,54.5569,55.8893
3124,UGB,57.4253,-157.74
3125,UGC,41.5434,60.6368
3126,UGI,57.8838,-153.369
3127,UIB,5.6903,-76.6464
3128,UIH,13.7673,109.256
3129,UII,16.0969,-86.9337
3130,UIN,39.9348,-91.196
3131,UIO,-0.1381,-78.4833
3132,UIP,47.9751,-4.17416
3133,UKB,34.6356,135.22
3134,UKK,47.0436,17.2142
3135,ULB,-16.3333,168.294
3136,ULN,47.8458,106.759
3137,ULO,49.9674,92.0767
3138,ULP,-26.6087,144.255
3139,ULU,2.81,32.2683
3140,ULY,54.4145,48.8063
3141,UMD,70.6801,-52.1221
3142,UME,63.7932,20.2848
3143,UNG,-23.4941,-46.5488
3144,UNK,63.8833,-160.783
3145,UNN,9.85278,98.6292
3146,UPB,23.0805,-82.517
3147,UPG,-5.0694,119.55
3148,URA,51.1526,51.5336
3149,URC,43.9333,87.4667
3150,URE,58.2432,22.5041
3151,URG,-29.7817,-57.0383
3152,URJ,60.1167,64.8333
3153,URO,49.3827,1.26106
3154,URS,42.7756,1.73213
3155,URT,9.1367,99.1417
3156,URY,31.415,37.2744
3157,USH,-54.8176,-68.326
3158,USK,48.3136,-117.281
3159,USM,9.55,100.067
3160,USN,35.5906,129.357
3161,USQ,38.681,29.4716
3162,USU,12.1,120.167
3163,UTH,17.3831,102.794
3164,UTN,-28.3986,21.2528
3165,UTP,12.6778,101.009
3166,UTT,-31.5472,28.6694
3167,UUD,51.8063,107.443
3168,UUN,46.663,113.287
3169,UUS,46.8885,142.724
3170,UVE,-20.5542,166.571
3171,UVF,13.7336,-60.9542
3172,UWE,51.4997,-2.54595
3173,UYL,10.9342,25.3411
3174,UYN,38.2768,109.769
3175,VAA,63.0396,21.7691
3176,VAI,35.253,26.2538
3177,VAK,61.5338,-165.584
3178,VAN,38.4681,43.3308
3179,VAO,7.56667,154.667
3180,VAR,43.2416,27.8137
3181,VAS,39.8147,36.9039
3182,VAV,-18.65,-173.967
3183,VAW,70.3569,31.0471
3184,VBM,62.8903,-149.054
3185,VBS,45.4343,10.3214
3186,VBV,16.4843,73.746
3187,VBY,57.6603,18.3397
3188,VCE,45.505,12.3433
3189,VCL,15.9742,107.868
3190,VCP,-23.0067,-47.1344
3191,VCS,15.9742,107.868
3192,VCT,28.8449,-96.9201
3193,VCV,34.588,-117.373
3194,VDA,29.9528,34.9583
3195,VDB,61.0105,9.29374
3196,VDC,-14.8633,-40.8628
3197,VDE,27.8145,-17.885
3198,VDM,-40.8697,-62.9994
3199,VDS,70.0653,29.8416
3200,VDZ,61.1294,-146.256
3201,VEE,67.009,-146.406
3202,VEL,40.4485,-109.514
3203,VER,19.145,-96.1878
3204,VEY,63.4273,-20.2682
3205,VFA,-18.0931,25.8403
3206,VGA,16.5167,80.8
3207,VGO,42.2258,-8.63269
3208,VGZ,1.06667,-76.7167
3209,VHC,-9.6889,20.43
3210,VHM,64.5797,16.8374
3211,VHZ,-17.6902,-149.376
3212,VIE,48.1036,16.5804
3213,VIG,39.2505,-82.7916
3214,VII,18.6688,105.672
3215,VIJ,18.4728,-64.418
3216,VIL,23.7333,-15.9167
3217,VIS,36.3253,-119.394
3218,VIT,42.8844,-2.73051
3219,VIX,-20.2578,-40.2864
3220,VKG,9.945,105.135
3221,VKO,55.5978,37.285
3222,VKT,67.491,63.995
3223,VLC,39.4929,-0.47617
3224,VLD,30.7892,-83.2787
3225,VLI,-17.7039,168.312
3226,VLL,41.7077,-4.84504
3227,VLN,10.1556,-67.9319
3228,VLS,-15.1468,167.038
3229,VLV,9.3414,-70.5844
3230,VLY,52.3685,-3.98509
3231,VNO,54.64,25.2803
3232,VNS,25.4541,82.8642
3233,VNX,-22.0142,35.3119
3234,VOG,48.7788,44.3382
3235,VOL,39.2203,22.7947
3236,VOZ,51.8089,39.2242
3237,VPE,-17.0704,15.7258
3238,VPN,65.7177,-14.8348
3239,VPS,30.496,-86.55
3240,VPY,-19.1506,33.4311
3241,VQS,18.1355,-65.487
3242,VRA,23.0306,-81.4367
3243,VRC,13.5792,124.204
3244,VRK,62.1742,27.8658
3245,VRN,45.4033,10.9053
3246,VRY,67.6667,12.6833
3247,VSA,17.9958,-92.8189
3248,VSG,48.5667,39.3333
3249,VST,59.6007,16.6367
3250,VTE,17.9833,102.565
3251,VTU,20.9894,-76.9361
3252,VTZ,17.7214,83.2201
3253,VUP,10.4433,-73.245
3254,VVC,4.1708,-73.6117
3255,VVI,-17.6411,-63.1339
3256,VVO,43.3972,132.156
3257,VVZ,26.5001,8.47094
3258,VXC,-13.2761,35.2533
3259,VXE,16.8306,-25.0636
3260,VXO,56.9242,14.7318
3261,WAA,65.6112,-168.098
3262,WAE,23.9175,45.1202
3263,WAG,-39.9635,175.029
3264,WAQ,-15.7137,46.3155
3265,WAT,52.1972,-7.0889
3266,WAW,52.17,20.9725
3267,WBB,63.52,-162.279
3268,WBQ,66.359,-147.396
3269,WDH,-22.4792,17.4722
3270,WEF,36.3306,118.761
3271,WEH,36.3306,118.761
3272,WEI,-12.6773,141.923
3273,WGA,-35.159,147.467
3274,WGE,-30.0331,148.118
3275,WGP,-9.6722,120.308
3276,WHF,21.7929,31.3713
3277,WHK,-37.9213,176.919
3278,WIC,58.4538,-3.08767
3279,WIL,-1.31888,36.8157
3280,WIN,-22.3635,143.082
3281,WJA,7.46667,168.567
3282,WJU,37.4904,127.989
3283,WKA,-44.725,169.243
3284,WKJ,45.4041,141.801
3285,WKK,59.2667,-158.633
3286,WLG,-41.3295,174.806
3287,WLH,-15.1468,167.038
3288,WLK,62.8903,-149.054
3289,WLS,-13.3,-176.167
3290,WMK,55.7389,-132.258
3291,WMN,-15.4367,49.6883
3292,WMO,64.6811,-163.408
3293,WMR,-16.167,49.7556
3294,WNA,60.7049,-161.766
3295,WNN,52.9228,-89.1934
3296,WNP,13.5872,123.27
3297,WNR,-25.4104,142.67
3298,WNS,26.2194,68.3922
3299,WNZ,28.0025,120.648
3300,WPM,-8.79133,142.869
3301,WRE,-35.7705,174.36
3302,WRG,56.4876,-132.378
3303,WRL,43.9747,-107.953
3304,WRO,51.1039,16.8985
3305,WSN,58.7285,-157.014
3306,WST,41.3492,-71.8115
3307,WSX,48.8907,-116.982
3308,WSZ,-41.7383,171.58
3309,WTK,62.8903,-149.054
3310,WTL,60.3432,-162.664
3311,WTS,-18.9076,47.5277
3312,WUA,34.668,104.166
3313,WUH,30.5069,114.31
